#,Date-,Ch:1 - Temp   (°C),Ch:2 - Millivolts   (mv),pH,Button Down,Button Up,Host Connected,End of File
11905,12/24/2023 12:00,11.47,6.78,6.7,,,,
11906,12/24/2023 12:15,11.52,6.67,6.7,,,,
11907,12/24/2023 12:30,11.56,6.58,6.71,,,,
11908,12/24/2023 12:45,11.61,6.44,6.71,,,,
11909,12/24/2023 13:00,11.69,6.23,6.71,,,,
11910,12/24/2023 13:15,11.78,6.09,6.71,,,,
11911,12/24/2023 13:30,11.86,6.08,6.72,,,,
11912,12/24/2023 13:45,11.93,6.06,6.72,,,,
11913,12/24/2023 14:00,12,6.03,6.72,,,,
11914,12/24/2023 14:15,12.05,6.03,6.72,,,,
11915,12/24/2023 14:30,12.1,6.03,6.72,,,,
11916,12/24/2023 14:45,12.15,6.03,6.72,,,,
11917,12/24/2023 15:00,12.19,6.2,6.71,,,,
11918,12/24/2023 15:15,12.22,6.2,6.71,,,,
11919,12/24/2023 15:30,12.24,6.28,6.71,,,,
11920,12/24/2023 15:45,12.27,6.28,6.71,,,,
11921,12/24/2023 16:00,12.29,6.38,6.71,,,,
11922,12/24/2023 16:15,12.29,6.45,6.71,,,,
11923,12/24/2023 16:30,12.29,6.52,6.71,,,,
11924,12/24/2023 16:45,12.29,6.59,6.71,,,,
11925,12/24/2023 17:00,12.32,6.69,6.7,,,,
11926,12/24/2023 17:15,12.29,6.73,6.7,,,,
11927,12/24/2023 17:30,12.29,6.83,6.7,,,,
11928,12/24/2023 17:45,12.29,6.91,6.7,,,,
11929,12/24/2023 18:00,12.29,6.97,6.7,,,,
11930,12/24/2023 18:15,12.29,6.95,6.7,,,,
11931,12/24/2023 18:30,12.29,7.02,6.7,,,,
11932,12/24/2023 18:45,12.27,7.03,6.7,,,,
11933,12/24/2023 19:00,12.27,7.03,6.7,,,,
11934,12/24/2023 19:15,12.27,7.05,6.7,,,,
11935,12/24/2023 19:30,12.24,7.08,6.7,,,,
11936,12/24/2023 19:45,12.24,7.09,6.7,,,,
11937,12/24/2023 20:00,12.22,7.13,6.7,,,,
11938,12/24/2023 20:15,12.22,7.16,6.7,,,,
11939,12/24/2023 20:30,12.19,7.2,6.69,,,,
11940,12/24/2023 20:45,12.19,7.2,6.69,,,,
11941,12/24/2023 21:00,12.17,7.3,6.69,,,,
11942,12/24/2023 21:15,12.15,7.27,6.69,,,,
11943,12/24/2023 21:30,12.15,7.19,6.7,,,,
11944,12/24/2023 21:45,12.12,7.23,6.69,,,,
11945,12/24/2023 22:00,12.1,7.2,6.69,,,,
11946,12/24/2023 22:15,12.1,7.23,6.69,,,,
11947,12/24/2023 22:30,12.07,7.31,6.69,,,,
11948,12/24/2023 22:45,12.05,7.17,6.7,,,,
11949,12/24/2023 23:00,12.03,7.08,6.7,,,,
11950,12/24/2023 23:15,12.03,7.06,6.7,,,,
11951,12/24/2023 23:30,12,7.14,6.7,,,,
11952,12/24/2023 23:45,11.98,7.13,6.7,,,,
11953,12/25/2023 0:00,11.98,7.22,6.69,,,,
11954,12/25/2023 0:15,11.95,7.19,6.69,,,,
11955,12/25/2023 0:30,11.95,7.11,6.7,,,,
11956,12/25/2023 0:45,11.93,7.38,6.69,,,,
11957,12/25/2023 1:00,11.93,7.41,6.69,,,,
11958,12/25/2023 1:15,11.93,7.36,6.69,,,,
11959,12/25/2023 1:30,11.9,7.27,6.69,,,,
11960,12/25/2023 1:45,11.9,7.13,6.7,,,,
11961,12/25/2023 2:00,11.88,7.28,6.69,,,,
11962,12/25/2023 2:15,11.88,7.34,6.69,,,,
11963,12/25/2023 2:30,11.88,7.41,6.69,,,,
11964,12/25/2023 2:45,11.86,7.44,6.69,,,,
11965,12/25/2023 3:00,11.86,7.42,6.69,,,,
11966,12/25/2023 3:15,11.83,7.42,6.69,,,,
11967,12/25/2023 3:30,11.83,7.56,6.69,,,,
11968,12/25/2023 3:45,11.83,7.34,6.69,,,,
11969,12/25/2023 4:00,11.81,7.31,6.69,,,,
11970,12/25/2023 4:15,11.81,7.33,6.69,,,,
11971,12/25/2023 4:30,11.78,7.33,6.69,,,,
11972,12/25/2023 4:45,11.78,7.23,6.69,,,,
11973,12/25/2023 5:00,11.76,7.22,6.69,,,,
11974,12/25/2023 5:15,11.76,7.31,6.69,,,,
11975,12/25/2023 5:30,11.73,7.31,6.69,,,,
11976,12/25/2023 5:45,11.73,7.31,6.69,,,,
11977,12/25/2023 6:00,11.71,7.31,6.69,,,,
11978,12/25/2023 6:15,11.71,7.3,6.69,,,,
11979,12/25/2023 6:30,11.69,7.27,6.69,,,,
11980,12/25/2023 6:45,11.69,7.28,6.69,,,,
11981,12/25/2023 7:00,11.66,7.27,6.69,,,,
11982,12/25/2023 7:15,11.66,7.22,6.69,,,,
11983,12/25/2023 7:30,11.64,7.27,6.69,,,,
11984,12/25/2023 7:45,11.64,7.25,6.69,,,,
11985,12/25/2023 8:00,11.64,7.22,6.69,,,,
11986,12/25/2023 8:15,11.61,7.23,6.69,,,,
11987,12/25/2023 8:30,11.61,7.23,6.69,,,,
11988,12/25/2023 8:45,11.61,7.23,6.69,,,,
11989,12/25/2023 9:00,11.61,7.23,6.69,,,,
11990,12/25/2023 9:15,11.61,7.23,6.69,,,,
11991,12/25/2023 9:30,11.61,7.27,6.69,,,,
11992,12/25/2023 9:45,11.61,7.09,6.7,,,,
11993,12/25/2023 10:00,11.61,7.08,6.7,,,,
11994,12/25/2023 10:15,11.61,6.91,6.7,,,,
11995,12/25/2023 10:30,11.64,6.84,6.7,,,,
11996,12/25/2023 10:45,11.66,7,6.7,,,,
11997,12/25/2023 11:00,11.71,6.83,6.7,,,,
11998,12/25/2023 11:15,11.76,6.67,6.7,,,,
11999,12/25/2023 11:30,11.83,6.97,6.7,,,,
12000,12/25/2023 11:45,11.88,6.73,6.7,,,,
12001,12/25/2023 12:00,11.95,6.5,6.71,,,,
12002,12/25/2023 12:15,12.03,6.31,6.71,,,,
12003,12/25/2023 12:30,12.1,6.19,6.71,,,,
12004,12/25/2023 12:45,12.17,6.11,6.71,,,,
12005,12/25/2023 13:00,12.24,6.14,6.71,,,,
12006,12/25/2023 13:15,12.29,6.17,6.71,,,,
12007,12/25/2023 13:30,12.34,6.17,6.71,,,,
12008,12/25/2023 13:45,12.39,6.27,6.71,,,,
12009,12/25/2023 14:00,12.44,6.22,6.71,,,,
12010,12/25/2023 14:15,12.49,6.25,6.71,,,,
12011,12/25/2023 14:30,12.51,6.28,6.71,,,,
12012,12/25/2023 14:45,12.53,6.33,6.71,,,,
12013,12/25/2023 15:00,12.56,6.44,6.71,,,,
12014,12/25/2023 15:15,12.58,6.38,6.71,,,,
12015,12/25/2023 15:30,12.61,5.7,6.72,,,,
12016,12/25/2023 15:45,12.61,5.75,6.72,,,,
12017,12/25/2023 16:00,12.63,6.16,6.71,,,,
12018,12/25/2023 16:15,12.63,6.34,6.71,,,,
12019,12/25/2023 16:30,12.65,6.41,6.71,,,,
12020,12/25/2023 16:45,12.65,6.81,6.7,,,,
12021,12/25/2023 17:00,12.65,6.81,6.7,,,,
12022,12/25/2023 17:15,12.65,6.83,6.7,,,,
12023,12/25/2023 17:30,12.65,6.77,6.7,,,,
12024,12/25/2023 17:45,12.65,6.75,6.7,,,,
12025,12/25/2023 18:00,12.65,6.69,6.7,,,,
12026,12/25/2023 18:15,12.65,6.78,6.7,,,,
12027,12/25/2023 18:30,12.65,6.7,6.7,,,,
12028,12/25/2023 18:45,12.65,6.84,6.7,,,,
12029,12/25/2023 19:00,12.65,6.83,6.7,,,,
12030,12/25/2023 19:15,12.65,6.84,6.7,,,,
12031,12/25/2023 19:30,12.65,6.8,6.7,,,,
12032,12/25/2023 19:45,12.65,6.81,6.7,,,,
12033,12/25/2023 20:00,12.65,6.72,6.7,,,,
12034,12/25/2023 20:15,12.65,6.63,6.71,,,,
12035,12/25/2023 20:30,12.65,6.73,6.7,,,,
12036,12/25/2023 20:45,12.65,6.64,6.71,,,,
12037,12/25/2023 21:00,12.65,6.78,6.7,,,,
12038,12/25/2023 21:15,12.65,6.8,6.7,,,,
12039,12/25/2023 21:30,12.68,6.78,6.7,,,,
12040,12/25/2023 21:45,12.68,6.7,6.7,,,,
12041,12/25/2023 22:00,12.68,6.66,6.71,,,,
12042,12/25/2023 22:15,12.7,6.58,6.71,,,,
12043,12/25/2023 22:30,12.68,6.58,6.71,,,,
12044,12/25/2023 22:45,12.68,6.8,6.7,,,,
12045,12/25/2023 23:00,12.7,6.72,6.7,,,,
12046,12/25/2023 23:15,12.7,6.7,6.7,,,,
12047,12/25/2023 23:30,12.68,6.61,6.71,,,,
12048,12/25/2023 23:45,12.7,6.48,6.71,,,,
12049,12/26/2023 0:00,12.7,6.55,6.71,,,,
12050,12/26/2023 0:15,12.7,6.53,6.71,,,,
12051,12/26/2023 0:30,12.73,6.47,6.71,,,,
12052,12/26/2023 0:45,12.73,6.36,6.71,,,,
12053,12/26/2023 1:00,12.73,6.36,6.71,,,,
12054,12/26/2023 1:15,12.73,6.36,6.71,,,,
12055,12/26/2023 1:30,12.73,6.3,6.71,,,,
12056,12/26/2023 1:45,12.75,6.34,6.71,,,,
12057,12/26/2023 2:00,12.75,6.27,6.71,,,,
12058,12/26/2023 2:15,12.73,6.34,6.71,,,,
12059,12/26/2023 2:30,12.73,6.52,6.71,,,,
12060,12/26/2023 2:45,12.73,6.5,6.71,,,,
12061,12/26/2023 3:00,12.7,7.09,6.7,,,,
12062,12/26/2023 3:15,12.73,6.81,6.7,,,,
12063,12/26/2023 3:30,12.73,6.38,6.71,,,,
12064,12/26/2023 3:45,12.73,6.5,6.71,,,,
12065,12/26/2023 4:00,12.73,6.73,6.7,,,,
12066,12/26/2023 4:15,12.73,6.69,6.7,,,,
12067,12/26/2023 4:30,12.7,6.38,6.71,,,,
12068,12/26/2023 4:45,12.7,6.41,6.71,,,,
12069,12/26/2023 5:00,12.73,6.36,6.71,,,,
12070,12/26/2023 5:15,12.73,6.64,6.71,,,,
12071,12/26/2023 5:30,12.73,6.45,6.71,,,,
12072,12/26/2023 5:45,12.73,6.83,6.7,,,,
12073,12/26/2023 6:00,12.75,6.84,6.7,,,,
12074,12/26/2023 6:15,12.75,6.75,6.7,,,,
12075,12/26/2023 6:30,12.75,6.8,6.7,,,,
12076,12/26/2023 6:45,12.77,6.67,6.71,,,,
12077,12/26/2023 7:00,12.77,6.67,6.71,,,,
12078,12/26/2023 7:15,12.77,6.88,6.7,,,,
12079,12/26/2023 7:30,12.77,6.81,6.7,,,,
12080,12/26/2023 7:45,12.77,6.77,6.7,,,,
12081,12/26/2023 8:00,12.8,6.78,6.7,,,,
12082,12/26/2023 8:15,12.8,6.72,6.7,,,,
12083,12/26/2023 8:30,12.82,6.92,6.7,,,,
12084,12/26/2023 8:45,12.85,6.89,6.7,,,,
12085,12/26/2023 9:00,12.87,6.69,6.7,,,,
12086,12/26/2023 9:15,12.9,6.73,6.7,,,,
12087,12/26/2023 9:30,12.92,6.69,6.71,,,,
12088,12/26/2023 9:45,12.94,6.56,6.71,,,,
12089,12/26/2023 10:00,12.99,6.53,6.71,,,,
12090,12/26/2023 10:15,13.04,6.36,6.71,,,,
12091,12/26/2023 10:30,13.06,6.34,6.71,,,,
12092,12/26/2023 10:45,13.09,6.16,6.71,,,,
12093,12/26/2023 11:00,13.11,5.97,6.72,,,,
12094,12/26/2023 11:15,13.16,6.02,6.72,,,,
12095,12/26/2023 11:30,13.18,5.94,6.72,,,,
12096,12/26/2023 11:45,13.23,5.88,6.72,,,,
12097,12/26/2023 12:00,13.28,5.83,6.72,,,,
12098,12/26/2023 12:15,13.33,5.52,6.73,,,,
12099,12/26/2023 12:30,13.38,5.34,6.73,,,,
12100,12/26/2023 12:45,13.4,5.23,6.73,,,,
12101,12/26/2023 13:00,13.47,5.31,6.73,,,,
12102,12/26/2023 13:15,13.5,5.11,6.73,,,,
12103,12/26/2023 13:30,13.52,5.36,6.73,,,,
12104,12/26/2023 13:45,13.55,5.11,6.73,,,,
12105,12/26/2023 14:00,13.55,5.17,6.73,,,,
12106,12/26/2023 14:15,13.57,5.22,6.73,,,,
12107,12/26/2023 14:30,13.59,5.33,6.73,,,,
12108,12/26/2023 14:45,13.59,5.38,6.73,,,,
12109,12/26/2023 15:00,13.62,5.34,6.73,,,,
12110,12/26/2023 15:15,13.64,5.38,6.73,,,,
12111,12/26/2023 15:30,13.67,5.47,6.73,,,,
12112,12/26/2023 15:45,13.67,5.39,6.73,,,,
12113,12/26/2023 16:00,13.69,5.72,6.72,,,,
12114,12/26/2023 16:15,13.69,6.06,6.72,,,,
12115,12/26/2023 16:30,13.71,6.05,6.72,,,,
12116,12/26/2023 16:45,13.71,6.19,6.71,,,,
12117,12/26/2023 17:00,13.71,6.31,6.71,,,,
12118,12/26/2023 17:15,13.71,6.27,6.71,,,,
12119,12/26/2023 17:30,13.71,6.25,6.71,,,,
12120,12/26/2023 17:45,13.71,6.19,6.71,,,,
12121,12/26/2023 18:00,13.71,6.25,6.71,,,,
12122,12/26/2023 18:15,13.71,6.3,6.71,,,,
12123,12/26/2023 18:30,13.71,6.3,6.71,,,,
12124,12/26/2023 18:45,13.71,6.38,6.71,,,,
12125,12/26/2023 19:00,13.71,6.52,6.71,,,,
12126,12/26/2023 19:15,13.69,6.48,6.71,,,,
12127,12/26/2023 19:30,13.69,6.56,6.71,,,,
12128,12/26/2023 19:45,13.71,6.13,6.72,,,,
12129,12/26/2023 20:00,13.71,5.86,6.72,,,,
12130,12/26/2023 20:15,13.74,5.92,6.72,,,,
12131,12/26/2023 20:30,13.74,5.53,6.73,,,,
12132,12/26/2023 20:45,13.71,5.94,6.72,,,,
12133,12/26/2023 21:00,13.71,6.11,6.72,,,,
12134,12/26/2023 21:15,13.71,6.2,6.71,,,,
12135,12/26/2023 21:30,13.71,6.27,6.71,,,,
12136,12/26/2023 21:45,13.74,6.28,6.71,,,,
12137,12/26/2023 22:00,13.74,6.19,6.71,,,,
12138,12/26/2023 22:15,13.76,6.11,6.72,,,,
12139,12/26/2023 22:30,13.76,5.94,6.72,,,,
12140,12/26/2023 22:45,13.76,6.06,6.72,,,,
12141,12/26/2023 23:00,13.76,6.08,6.72,,,,
12142,12/26/2023 23:15,13.76,6,6.72,,,,
12143,12/26/2023 23:30,13.76,5.91,6.72,,,,
12144,12/26/2023 23:45,13.76,5.81,6.72,,,,
12145,12/27/2023 0:00,13.79,5.69,6.72,,,,
12146,12/27/2023 0:15,13.83,5.73,6.72,,,,
12147,12/27/2023 0:30,13.88,5.73,6.72,,,,
12148,12/27/2023 0:45,13.98,5.58,6.73,,,,
12149,12/27/2023 1:00,14.24,5.03,6.74,,,,
12150,12/27/2023 1:15,14.22,4.78,6.74,,,,
12151,12/27/2023 1:30,14.19,4.98,6.74,,,,
12152,12/27/2023 1:45,14.19,5.05,6.74,,,,
12153,12/27/2023 2:00,14.19,5.08,6.74,,,,
12154,12/27/2023 2:15,14.19,5.13,6.73,,,,
12155,12/27/2023 2:30,14.19,5.19,6.73,,,,
12156,12/27/2023 2:45,14.19,5.5,6.73,,,,
12157,12/27/2023 3:00,14.22,5.55,6.73,,,,
12158,12/27/2023 3:15,14.24,5.38,6.73,,,,
12159,12/27/2023 3:30,14.24,5.44,6.73,,,,
12160,12/27/2023 3:45,14.24,5.64,6.73,,,,
12161,12/27/2023 4:00,14.22,5.58,6.73,,,,
12162,12/27/2023 4:15,14.22,5.53,6.73,,,,
12163,12/27/2023 4:30,14.24,5.44,6.73,,,,
12164,12/27/2023 4:45,14.24,5.36,6.73,,,,
12165,12/27/2023 5:00,14.24,5.36,6.73,,,,
12166,12/27/2023 5:15,14.24,5.38,6.73,,,,
12167,12/27/2023 5:30,14.27,5.27,6.73,,,,
12168,12/27/2023 5:45,14.27,5.2,6.73,,,,
12169,12/27/2023 6:00,14.27,5.42,6.73,,,,
12170,12/27/2023 6:15,14.29,5.55,6.73,,,,
12171,12/27/2023 6:30,14.29,5.59,6.73,,,,
12172,12/27/2023 6:45,14.29,5.58,6.73,,,,
12173,12/27/2023 7:00,14.29,5.63,6.73,,,,
12174,12/27/2023 7:15,14.31,5.66,6.73,,,,
12175,12/27/2023 7:30,14.31,5.66,6.73,,,,
12176,12/27/2023 7:45,14.31,5.48,6.73,,,,
12177,12/27/2023 8:00,14.31,5.59,6.73,,,,
12178,12/27/2023 8:15,14.34,4.52,6.75,,,,
12179,12/27/2023 8:30,14.41,3.91,6.76,,,,
12180,12/27/2023 8:45,14.46,3.2,6.77,,,,
12181,12/27/2023 9:00,14.48,3.11,6.77,,,,
12182,12/27/2023 9:15,14.51,2.02,6.79,,,,
12183,12/27/2023 9:30,14.53,2.19,6.79,,,,
12184,12/27/2023 9:45,14.55,2.41,6.78,,,,
12185,12/27/2023 10:00,14.55,2.55,6.78,,,,
12186,12/27/2023 10:15,14.58,2.72,6.78,,,,
12187,12/27/2023 10:30,14.6,2.86,6.78,,,,
12188,12/27/2023 10:45,14.6,3.11,6.77,,,,
12189,12/27/2023 11:00,14.62,3.23,6.77,,,,
12190,12/27/2023 11:15,14.65,3.36,6.77,,,,
12191,12/27/2023 11:30,14.65,3.48,6.76,,,,
12192,12/27/2023 11:45,14.67,3.88,6.76,,,,
12193,12/27/2023 12:00,14.67,4.03,6.75,,,,
12194,12/27/2023 12:15,14.67,4.25,6.75,,,,
12195,12/27/2023 12:30,14.67,4.28,6.75,,,,
12196,12/27/2023 12:45,14.67,4.41,6.75,,,,
12197,12/27/2023 13:00,14.7,4.66,6.74,,,,
12198,12/27/2023 13:15,14.74,4.59,6.74,,,,
12199,12/27/2023 13:30,14.86,4.47,6.75,,,,
12200,12/27/2023 13:45,15.01,4.27,6.75,,,,
12201,12/27/2023 14:00,15.13,3.91,6.76,,,,
12202,12/27/2023 14:15,15.25,4.09,6.75,,,,
12203,12/27/2023 14:30,15.34,4.19,6.75,,,,
12204,12/27/2023 14:45,15.41,4.47,6.75,,,,
12205,12/27/2023 15:00,15.46,4.89,6.74,,,,
12206,12/27/2023 15:15,15.51,5,6.74,,,,
12207,12/27/2023 15:30,15.51,5.19,6.73,,,,
12208,12/27/2023 15:45,15.53,5.39,6.73,,,,
12209,12/27/2023 16:00,15.51,5.56,6.73,,,,
12210,12/27/2023 16:15,15.51,5.56,6.73,,,,
12211,12/27/2023 16:30,15.49,5.42,6.73,,,,
12212,12/27/2023 16:45,15.46,5.31,6.73,,,,
12213,12/27/2023 17:00,15.44,5.84,6.72,,,,
12214,12/27/2023 17:15,15.41,5.75,6.72,,,,
12215,12/27/2023 17:30,15.39,6.3,6.71,,,,
12216,12/27/2023 17:45,15.37,6.13,6.72,,,,
12217,12/27/2023 18:00,15.34,6.16,6.72,,,,
12218,12/27/2023 18:15,15.32,6.2,6.72,,,,
12219,12/27/2023 18:30,15.29,6.39,6.71,,,,
12220,12/27/2023 18:45,15.27,6.5,6.71,,,,
12221,12/27/2023 19:00,15.25,6.63,6.71,,,,
12222,12/27/2023 19:15,15.22,6.64,6.71,,,,
12223,12/27/2023 19:30,15.22,6.66,6.71,,,,
12224,12/27/2023 19:45,15.2,6.75,6.71,,,,
12225,12/27/2023 20:00,15.15,6.63,6.71,,,,
12226,12/27/2023 20:15,15.13,6.69,6.71,,,,
12227,12/27/2023 20:30,15.1,6.64,6.71,,,,
12228,12/27/2023 20:45,15.1,6.59,6.71,,,,
12229,12/27/2023 21:00,15.08,6.53,6.71,,,,
12230,12/27/2023 21:15,15.08,6.5,6.71,,,,
12231,12/27/2023 21:30,15.08,6.48,6.71,,,,
12232,12/27/2023 21:45,15.1,6.38,6.71,,,,
12233,12/27/2023 22:00,15.1,6.36,6.71,,,,
12234,12/27/2023 22:15,15.13,6.39,6.71,,,,
12235,12/27/2023 22:30,15.13,6.23,6.72,,,,
12236,12/27/2023 22:45,15.15,6.11,6.72,,,,
12237,12/27/2023 23:00,15.17,6.05,6.72,,,,
12238,12/27/2023 23:15,15.17,5.94,6.72,,,,
12239,12/27/2023 23:30,15.2,5.98,6.72,,,,
12240,12/27/2023 23:45,15.2,5.89,6.72,,,,
12241,12/28/2023 0:00,15.22,5.84,6.72,,,,
12242,12/28/2023 0:15,15.22,5.69,6.73,,,,
12243,12/28/2023 0:30,15.22,5.88,6.72,,,,
12244,12/28/2023 0:45,15.22,5.84,6.72,,,,
12245,12/28/2023 1:00,15.22,5.84,6.72,,,,
12246,12/28/2023 1:15,15.22,5.77,6.72,,,,
12247,12/28/2023 1:30,15.22,5.92,6.72,,,,
12248,12/28/2023 1:45,15.2,5.8,6.72,,,,
12249,12/28/2023 2:00,15.2,5.92,6.72,,,,
12250,12/28/2023 2:15,15.2,5.88,6.72,,,,
12251,12/28/2023 2:30,15.2,5.86,6.72,,,,
12252,12/28/2023 2:45,15.2,5.8,6.72,,,,
12253,12/28/2023 3:00,15.2,5.97,6.72,,,,
12254,12/28/2023 3:15,15.2,5.95,6.72,,,,
12255,12/28/2023 3:30,15.17,5.91,6.72,,,,
12256,12/28/2023 3:45,15.17,5.86,6.72,,,,
12257,12/28/2023 4:00,15.17,5.98,6.72,,,,
12258,12/28/2023 4:15,15.17,6.11,6.72,,,,
12259,12/28/2023 4:30,15.15,6.02,6.72,,,,
12260,12/28/2023 4:45,15.15,6.44,6.71,,,,
12261,12/28/2023 5:00,15.15,6.73,6.71,,,,
12262,12/28/2023 5:15,15.13,17.89,6.5,,,,
12263,12/28/2023 5:30,15.13,18.42,6.49,,,,
12264,12/28/2023 5:45,15.13,18.05,6.5,,,,
12265,12/28/2023 6:00,15.13,17.92,6.5,,,,
12266,12/28/2023 6:15,15.1,17.58,6.51,,,,
12267,12/28/2023 6:30,15.1,17.36,6.51,,,,
12268,12/28/2023 6:45,15.1,17.25,6.52,,,,
12269,12/28/2023 7:00,15.1,17.19,6.52,,,,
12270,12/28/2023 7:15,15.08,17.16,6.52,,,,
12271,12/28/2023 7:30,15.08,17.11,6.52,,,,
12272,12/28/2023 7:45,15.08,17.08,6.52,,,,
12273,12/28/2023 8:00,15.08,17.09,6.52,,,,
12274,12/28/2023 8:15,15.06,17.11,6.52,,,,
12275,12/28/2023 8:30,15.06,16.94,6.52,,,,
12276,12/28/2023 8:45,15.06,16.86,6.52,,,,
12277,12/28/2023 9:00,15.06,16.92,6.52,,,,
12278,12/28/2023 9:15,15.06,16.89,6.52,,,,
12279,12/28/2023 9:30,15.06,16.88,6.52,,,,
12280,12/28/2023 9:45,15.06,16.84,6.52,,,,
12281,12/28/2023 10:00,15.08,16.75,6.53,,,,
12282,12/28/2023 10:15,15.08,16.81,6.52,,,,
12283,12/28/2023 10:30,15.08,16.72,6.53,,,,
12284,12/28/2023 10:45,15.08,17.14,6.52,,,,
12285,12/28/2023 11:00,15.1,17.27,6.52,,,,
12286,12/28/2023 11:15,15.1,17.23,6.52,,,,
12287,12/28/2023 11:30,15.1,17.19,6.52,,,,
12288,12/28/2023 11:45,15.13,17.22,6.52,,,,
12289,12/28/2023 12:00,15.13,17.17,6.52,,,,
12290,12/28/2023 12:15,15.13,17.16,6.52,,,,
12291,12/28/2023 12:30,15.13,17.14,6.52,,,,
12292,12/28/2023 12:45,15.15,17.05,6.52,,,,
12293,12/28/2023 13:00,15.15,16.98,6.52,,,,
12294,12/28/2023 13:15,15.17,17,6.52,,,,
12295,12/28/2023 13:30,15.17,17.03,6.52,,,,
12296,12/28/2023 13:45,15.2,16.91,6.52,,,,
12297,12/28/2023 14:00,15.2,16.83,6.52,,,,
12298,12/28/2023 14:15,15.22,16.88,6.52,,,,
12299,12/28/2023 14:30,15.25,16.81,6.52,,,,
12300,12/28/2023 14:45,15.25,16.67,6.53,,,,
12301,12/28/2023 15:00,15.27,16.72,6.53,,,,
12302,12/28/2023 15:15,15.29,16.69,6.53,,,,
12303,12/28/2023 15:30,15.29,16.84,6.52,,,,
12304,12/28/2023 15:45,15.29,16.75,6.53,,,,
12305,12/28/2023 16:00,15.29,16.78,6.52,,,,
12306,12/28/2023 16:15,15.29,16.88,6.52,,,,
12307,12/28/2023 16:30,15.29,16.8,6.52,,,,
12308,12/28/2023 16:45,15.27,16.89,6.52,,,,
12309,12/28/2023 17:00,15.27,16.88,6.52,,,,
12310,12/28/2023 17:15,15.25,16.88,6.52,,,,
12311,12/28/2023 17:30,15.25,16.94,6.52,,,,
12312,12/28/2023 17:45,15.22,16.94,6.52,,,,
12313,12/28/2023 18:00,15.17,17.36,6.51,,,,
12314,12/28/2023 18:15,15.15,17.53,6.51,,,,
12315,12/28/2023 18:30,15.1,17.52,6.51,,,,
12316,12/28/2023 18:45,15.08,17.53,6.51,,,,
12317,12/28/2023 19:00,15.03,17.53,6.51,,,,
12318,12/28/2023 19:15,15.01,17.63,6.51,,,,
12319,12/28/2023 19:30,14.98,17.73,6.51,,,,
12320,12/28/2023 19:45,14.98,17.64,6.51,,,,
12321,12/28/2023 20:00,14.96,17.48,6.51,,,,
12322,12/28/2023 20:15,14.94,17.38,6.51,,,,
12323,12/28/2023 20:30,14.91,17.23,6.52,,,,
12324,12/28/2023 20:45,14.89,17.41,6.51,,,,
12325,12/28/2023 21:00,14.86,17.27,6.52,,,,
12326,12/28/2023 21:15,14.84,17.33,6.51,,,,
12327,12/28/2023 21:30,14.79,17.31,6.51,,,,
12328,12/28/2023 21:45,14.77,17.31,6.51,,,,
12329,12/28/2023 22:00,14.74,17.67,6.51,,,,
12330,12/28/2023 22:15,14.72,17.3,6.51,,,,
12331,12/28/2023 22:30,14.7,17.41,6.51,,,,
12332,12/28/2023 22:45,14.67,17.48,6.51,,,,
12333,12/28/2023 23:00,14.65,17.52,6.51,,,,
12334,12/28/2023 23:15,14.65,17.48,6.51,,,,
12335,12/28/2023 23:30,14.62,17.28,6.51,,,,
12336,12/28/2023 23:45,14.6,17.34,6.51,,,,
12337,12/29/2023 0:00,14.58,17.25,6.52,,,,
12338,12/29/2023 0:15,14.55,17.34,6.51,,,,
12339,12/29/2023 0:30,14.55,17.16,6.52,,,,
12340,12/29/2023 0:45,14.53,17.25,6.52,,,,
12341,12/29/2023 1:00,14.53,17.38,6.51,,,,
12342,12/29/2023 1:15,14.51,17.28,6.51,,,,
12343,12/29/2023 1:30,14.51,17.27,6.51,,,,
12344,12/29/2023 1:45,14.48,17.16,6.52,,,,
12345,12/29/2023 2:00,14.48,17.06,6.52,,,,
12346,12/29/2023 2:15,14.46,16.91,6.52,,,,
12347,12/29/2023 2:30,14.43,16.8,6.52,,,,
12348,12/29/2023 2:45,14.43,16.75,6.52,,,,
12349,12/29/2023 3:00,14.41,16.77,6.52,,,,
12350,12/29/2023 3:15,14.39,16.91,6.52,,,,
12351,12/29/2023 3:30,14.39,16.77,6.52,,,,
12352,12/29/2023 3:45,14.36,16.25,6.53,,,,
12353,12/29/2023 4:00,14.34,16.56,6.53,,,,
12354,12/29/2023 4:15,14.34,16.44,6.53,,,,
12355,12/29/2023 4:30,14.31,16.41,6.53,,,,
12356,12/29/2023 4:45,14.29,16.19,6.53,,,,
12357,12/29/2023 5:00,14.27,16.03,6.54,,,,
12358,12/29/2023 5:15,14.27,16,6.54,,,,
12359,12/29/2023 5:30,14.24,15.95,6.54,,,,
12360,12/29/2023 5:45,14.22,15.94,6.54,,,,
12361,12/29/2023 6:00,14.19,15.77,6.54,,,,
12362,12/29/2023 6:15,14.17,15.88,6.54,,,,
12363,12/29/2023 6:30,14.15,15.72,6.54,,,,
12364,12/29/2023 6:45,14.12,15.75,6.54,,,,
12365,12/29/2023 7:00,14.12,15.69,6.54,,,,
12366,12/29/2023 7:15,14.1,15.67,6.54,,,,
12367,12/29/2023 7:30,14.07,15.63,6.54,,,,
12368,12/29/2023 7:45,14.05,15.64,6.54,,,,
12369,12/29/2023 8:00,14.05,15.73,6.54,,,,
