#,Date,"Abs Pres, kPa (LGR S/N: 1094066, SEN S/N: 1094066)","Temp, °C (LGR S/N: 1094066, SEN S/N: 1094066)","Abs Pres Barom., kPa (LGR S/N: 21132118, SEN S/N: 21132118)",Sensor_Depth
6255,1/19/2024 13:30,107.676,14.996,100.642,0.718
6256,1/19/2024 13:45,107.693,14.996,100.596,0.725
6257,1/19/2024 14:00,107.693,14.996,100.586,0.726
6258,1/19/2024 14:15,107.71,14.996,100.586,0.727
6259,1/19/2024 14:30,107.744,14.996,100.569,0.732
6260,1/19/2024 14:45,107.778,14.996,100.576,0.735
6261,1/19/2024 15:00,107.829,14.996,100.605,0.737
6262,1/19/2024 15:15,107.829,14.996,100.622,0.736
6263,1/19/2024 15:30,107.863,14.996,100.644,0.737
6264,1/19/2024 15:45,107.88,14.996,100.677,0.735
6265,1/19/2024 16:00,107.931,14.996,100.715,0.737
6266,1/19/2024 16:15,108,14.996,100.744,0.741
6267,1/19/2024 16:30,108.051,14.996,100.763,0.744
6268,1/19/2024 16:45,108.085,14.996,100.788,0.745
6269,1/19/2024 17:00,108.119,14.996,100.831,0.744
6270,1/19/2024 17:15,108.136,14.996,100.819,0.747
6271,1/19/2024 17:30,108.17,14.996,100.831,0.749
6272,1/19/2024 17:45,108.255,14.996,100.91,0.75
6273,1/19/2024 18:00,108.273,14.996,100.914,0.751
6274,1/19/2024 18:15,108.324,14.996,100.964,0.751
6275,1/19/2024 18:30,108.375,14.996,100.999,0.753
6276,1/19/2024 18:45,108.409,14.996,101.044,0.752
6277,1/19/2024 19:00,108.477,14.996,101.081,0.755
6278,1/19/2024 19:15,108.528,14.996,101.13,0.755
6279,1/19/2024 19:30,108.546,14.996,101.141,0.756
6280,1/19/2024 19:45,108.563,14.996,101.133,0.758
6281,1/19/2024 20:00,108.58,14.996,101.162,0.757
6282,1/19/2024 20:15,108.614,14.996,101.205,0.756
6283,1/19/2024 20:30,108.631,14.996,101.197,0.759
6284,1/19/2024 20:45,108.648,14.996,101.212,0.759
6285,1/19/2024 21:00,108.648,14.996,101.237,0.757
6286,1/19/2024 21:15,108.682,14.996,101.232,0.761
6287,1/19/2024 21:30,108.699,14.996,101.271,0.758
6288,1/19/2024 21:45,108.699,14.996,101.245,0.761
6289,1/19/2024 22:00,108.716,14.996,101.262,0.761
6290,1/19/2024 22:15,108.75,14.996,101.278,0.763
6291,1/19/2024 22:30,108.733,14.996,101.284,0.76
6292,1/19/2024 22:45,108.75,14.996,101.281,0.762
6293,1/19/2024 23:00,108.767,14.996,101.276,0.765
6294,1/19/2024 23:15,108.767,14.996,101.283,0.764
6295,1/19/2024 23:30,108.75,14.996,101.297,0.761
6296,1/19/2024 23:45,108.764,14.9,101.308,0.761
6297,1/20/2024 0:00,108.767,14.996,101.312,0.761
6298,1/20/2024 0:15,108.767,14.996,101.315,0.761
6299,1/20/2024 0:30,108.784,14.996,101.299,0.764
6300,1/20/2024 0:45,108.767,14.996,101.31,0.761
6301,1/20/2024 1:00,108.781,14.9,101.304,0.763
6302,1/20/2024 1:15,108.781,14.9,101.306,0.763
6303,1/20/2024 1:30,108.815,14.9,101.339,0.763
6304,1/20/2024 1:45,108.818,14.996,101.365,0.761
6305,1/20/2024 2:00,108.832,14.9,101.358,0.763
6306,1/20/2024 2:15,108.849,14.9,101.372,0.763
6307,1/20/2024 2:30,108.832,14.9,101.365,0.762
6308,1/20/2024 2:45,108.849,14.9,101.366,0.764
6309,1/20/2024 3:00,108.849,14.9,101.348,0.766
6310,1/20/2024 3:15,108.832,14.9,101.373,0.761
6311,1/20/2024 3:30,108.832,14.9,101.384,0.76
6312,1/20/2024 3:45,108.849,14.9,101.374,0.763
6313,1/20/2024 4:00,108.849,14.9,101.385,0.762
6314,1/20/2024 4:15,108.832,14.9,101.378,0.761
6315,1/20/2024 4:30,108.849,14.9,101.389,0.762
6316,1/20/2024 4:45,108.849,14.9,101.381,0.762
6317,1/20/2024 5:00,108.849,14.9,101.381,0.762
6318,1/20/2024 5:15,108.866,14.9,101.39,0.763
6319,1/20/2024 5:30,108.866,14.9,101.422,0.76
6320,1/20/2024 5:45,108.883,14.9,101.442,0.76
6321,1/20/2024 6:00,108.883,14.9,101.455,0.758
6322,1/20/2024 6:15,108.9,14.9,101.478,0.758
6323,1/20/2024 6:30,108.935,14.9,101.511,0.758
6324,1/20/2024 6:45,108.935,14.9,101.523,0.757
6325,1/20/2024 7:00,108.952,14.9,101.534,0.757
6326,1/20/2024 7:15,108.969,14.9,101.534,0.759
6327,1/20/2024 7:30,108.986,14.9,101.534,0.761
6328,1/20/2024 7:45,109.003,14.9,101.565,0.759
6329,1/20/2024 8:00,109.003,14.9,101.575,0.758
6330,1/20/2024 8:15,109.003,14.9,101.59,0.757
6331,1/20/2024 8:30,109.037,14.9,101.638,0.755
6332,1/20/2024 8:45,109.02,14.9,101.666,0.751
6333,1/20/2024 9:00,109.037,14.9,101.732,0.746
6334,1/20/2024 9:15,109.071,14.9,101.829,0.739
6335,1/20/2024 9:30,109.088,14.9,101.975,0.726
6336,1/20/2024 9:45,109.088,14.9,102.033,0.72
6337,1/20/2024 10:00,109.088,14.9,102.043,0.719
6338,1/20/2024 10:15,109.105,14.9,102.079,0.717
6339,1/20/2024 10:30,109.088,14.9,102.014,0.722
6340,1/20/2024 10:45,109.088,14.9,102.044,0.719
6341,1/20/2024 11:00,109.071,14.9,101.975,0.724
6342,1/20/2024 11:15,109.054,14.9,101.944,0.726
6343,1/20/2024 11:30,109.02,14.9,101.995,0.717
6344,1/20/2024 11:45,109.02,14.9,101.879,0.729
6345,1/20/2024 12:00,109.003,14.9,101.914,0.724
6346,1/20/2024 12:15,108.969,14.9,101.991,0.712
6347,1/20/2024 12:30,108.969,14.9,102.047,0.707
6348,1/20/2024 12:45,108.918,14.9,101.867,0.72
6349,1/20/2024 13:00,108.918,14.9,101.975,0.709
6350,1/20/2024 13:15,108.918,14.9,101.868,0.72
6351,1/20/2024 13:30,108.918,14.9,101.866,0.72
6352,1/20/2024 13:45,108.918,14.9,101.908,0.716
6353,1/20/2024 14:00,108.883,14.9,102.011,0.702
6354,1/20/2024 14:15,108.883,14.9,101.934,0.709
6355,1/20/2024 14:30,108.883,14.9,101.828,0.72
6356,1/20/2024 14:45,108.9,14.9,101.779,0.727
6357,1/20/2024 15:00,108.9,14.9,101.886,0.716
6358,1/20/2024 15:15,108.9,14.9,102.007,0.704
6359,1/20/2024 15:30,108.918,14.9,101.797,0.727
6360,1/20/2024 15:45,108.952,14.9,101.746,0.736
6361,1/20/2024 16:00,108.969,14.9,101.712,0.741
6362,1/20/2024 16:15,108.986,14.9,101.888,0.725
6363,1/20/2024 16:30,109.054,14.9,101.87,0.733
6364,1/20/2024 16:45,109.071,14.9,101.818,0.74
6365,1/20/2024 17:00,109.088,14.9,101.801,0.744
6366,1/20/2024 17:15,109.122,14.9,101.823,0.745
6367,1/20/2024 17:30,109.139,14.9,101.832,0.746
6368,1/20/2024 17:45,109.174,14.9,101.836,0.749
6369,1/20/2024 18:00,109.191,14.9,101.87,0.747
6370,1/20/2024 18:15,109.225,14.9,101.895,0.748
6371,1/20/2024 18:30,109.225,14.9,101.919,0.746
6372,1/20/2024 18:45,109.242,14.9,101.932,0.746
6373,1/20/2024 19:00,109.276,14.9,101.943,0.749
6374,1/20/2024 19:15,109.293,14.9,101.967,0.748
6375,1/20/2024 19:30,109.31,14.9,101.979,0.748
6376,1/20/2024 19:45,109.31,14.9,101.98,0.748
6377,1/20/2024 20:00,109.327,14.9,101.99,0.749
6378,1/20/2024 20:15,109.31,14.9,101.999,0.746
6379,1/20/2024 20:30,109.344,14.9,102.045,0.745
6380,1/20/2024 20:45,109.361,14.9,102.036,0.748
6381,1/20/2024 21:00,109.378,14.9,102.048,0.748
6382,1/20/2024 21:15,109.395,14.9,102.071,0.748
6383,1/20/2024 21:30,109.412,14.9,102.106,0.746
6384,1/20/2024 21:45,109.429,14.9,102.119,0.746
6385,1/20/2024 22:00,109.447,14.9,102.13,0.747
6386,1/20/2024 22:15,109.464,14.9,102.153,0.746
6387,1/20/2024 22:30,109.481,14.9,102.164,0.747
6388,1/20/2024 22:45,109.481,14.9,102.187,0.745
6389,1/20/2024 23:00,109.498,14.9,102.21,0.744
6390,1/20/2024 23:15,109.532,14.9,102.211,0.747
6391,1/20/2024 23:30,109.515,14.9,102.2,0.747
6392,1/20/2024 23:45,109.566,14.9,102.234,0.748
6393,1/21/2024 0:00,109.6,14.9,102.278,0.747
6394,1/21/2024 0:15,109.6,14.9,102.311,0.744
6395,1/21/2024 0:30,109.617,14.9,102.323,0.745
6396,1/21/2024 0:45,109.634,14.9,102.356,0.743
6397,1/21/2024 1:00,109.651,14.9,102.355,0.745
6398,1/21/2024 1:15,109.634,14.9,102.323,0.746
6399,1/21/2024 1:30,109.651,14.9,102.344,0.746
6400,1/21/2024 1:45,109.651,14.9,102.355,0.745
6401,1/21/2024 2:00,109.651,14.9,102.376,0.743
6402,1/21/2024 2:15,109.686,14.9,102.398,0.744
6403,1/21/2024 2:30,109.686,14.9,102.408,0.743
6404,1/21/2024 2:45,109.703,14.9,102.397,0.746
6405,1/21/2024 3:00,109.703,14.9,102.408,0.745
6406,1/21/2024 3:15,109.72,14.9,102.419,0.745
6407,1/21/2024 3:30,109.72,14.9,102.418,0.745
6408,1/21/2024 3:45,109.737,14.9,102.462,0.743
6409,1/21/2024 4:00,109.737,14.9,102.461,0.743
6410,1/21/2024 4:15,109.754,14.9,102.483,0.742
6411,1/21/2024 4:30,109.754,14.9,102.472,0.743
6412,1/21/2024 4:45,109.754,14.9,102.493,0.741
6413,1/21/2024 5:00,109.788,14.9,102.526,0.741
6414,1/21/2024 5:15,109.805,14.9,102.525,0.743
6415,1/21/2024 5:30,109.839,14.9,102.547,0.744
6416,1/21/2024 5:45,109.856,14.9,102.569,0.744
6417,1/21/2024 6:00,109.856,14.9,102.625,0.738
6418,1/21/2024 6:15,109.873,14.9,102.614,0.741
6419,1/21/2024 6:30,109.907,14.9,102.635,0.742
6420,1/21/2024 6:45,109.907,14.9,102.635,0.742
6421,1/21/2024 7:00,109.942,14.9,102.679,0.741
6422,1/21/2024 7:15,109.942,14.9,102.667,0.743
6423,1/21/2024 7:30,109.976,14.9,102.711,0.742
6424,1/21/2024 7:45,109.993,14.9,102.756,0.739
6425,1/21/2024 8:00,110.01,14.9,102.768,0.739
6426,1/21/2024 8:15,110.027,14.9,102.781,0.74
6427,1/21/2024 8:30,110.095,14.9,102.825,0.742
6428,1/21/2024 8:45,110.078,14.9,102.855,0.737
6429,1/21/2024 9:00,110.112,14.9,102.964,0.73
6430,1/21/2024 9:15,110.146,14.9,103.058,0.724
6431,1/21/2024 9:30,110.163,14.9,103.202,0.711
6432,1/21/2024 9:45,110.228,14.804,103.312,0.706
6433,1/21/2024 10:00,110.181,14.9,103.282,0.704
6434,1/21/2024 10:15,110.181,14.9,103.389,0.693
6435,1/21/2024 10:30,110.163,14.9,103.313,0.699
6436,1/21/2024 10:45,110.146,14.9,103.218,0.707
6437,1/21/2024 11:00,110.146,14.9,103.249,0.704
6438,1/21/2024 11:15,110.146,14.9,103.28,0.701
6439,1/21/2024 11:30,110.129,14.9,103.329,0.694
6440,1/21/2024 11:45,110.075,14.804,103.279,0.694
6441,1/21/2024 12:00,110.058,14.804,103.323,0.688
6442,1/21/2024 12:15,110.027,14.9,103.33,0.684
6443,1/21/2024 12:30,110.006,14.804,103.235,0.691
6444,1/21/2024 12:45,109.972,14.804,103.235,0.688
6445,1/21/2024 13:00,109.959,14.9,103.316,0.678
6446,1/21/2024 13:15,109.904,14.804,103.34,0.67
6447,1/21/2024 13:30,109.921,14.804,103.359,0.67
6448,1/21/2024 13:45,109.921,14.804,103.351,0.671
6449,1/21/2024 14:00,109.87,14.804,103.305,0.67
6450,1/21/2024 14:15,109.836,14.804,103.266,0.671
6451,1/21/2024 14:30,109.853,14.804,103.243,0.675
6452,1/21/2024 14:45,109.887,14.804,103.345,0.668
6453,1/21/2024 15:00,109.887,14.804,103.32,0.67
6454,1/21/2024 15:15,109.904,14.804,103.313,0.673
6455,1/21/2024 15:30,109.938,14.804,103.061,0.702
6456,1/21/2024 15:45,109.955,14.804,102.974,0.713
6457,1/21/2024 16:00,109.972,14.804,102.945,0.717
6458,1/21/2024 16:15,109.972,14.804,103.162,0.695
6459,1/21/2024 16:30,109.972,14.804,103.067,0.705
6460,1/21/2024 16:45,109.955,14.804,102.958,0.714
6461,1/21/2024 17:00,109.972,14.804,102.914,0.72
6462,1/21/2024 17:15,110.006,14.804,102.929,0.722
6463,1/21/2024 17:30,110.024,14.804,102.899,0.727
6464,1/21/2024 17:45,110.024,14.804,102.908,0.726
6465,1/21/2024 18:00,110.041,14.804,102.911,0.728
6466,1/21/2024 18:15,110.058,14.804,102.919,0.729
6467,1/21/2024 18:30,110.075,14.804,102.914,0.731
6468,1/21/2024 18:45,110.075,14.804,102.917,0.731
6469,1/21/2024 19:00,110.092,14.804,102.941,0.73
6470,1/21/2024 19:15,110.092,14.804,102.953,0.729
6471,1/21/2024 19:30,110.109,14.804,102.944,0.731
6472,1/21/2024 19:45,110.126,14.804,102.955,0.732
6473,1/21/2024 20:00,110.126,14.804,102.966,0.731
6474,1/21/2024 20:15,110.143,14.804,102.989,0.73
6475,1/21/2024 20:30,110.16,14.804,103.011,0.73
6476,1/21/2024 20:45,110.16,14.804,103,0.731
6477,1/21/2024 21:00,110.177,14.804,103,0.733
6478,1/21/2024 21:15,110.177,14.804,103.022,0.73
6479,1/21/2024 21:30,110.16,14.804,103.034,0.727
6480,1/21/2024 21:45,110.194,14.804,103.023,0.732
6481,1/21/2024 22:00,110.177,14.804,103.034,0.729
6482,1/21/2024 22:15,110.177,14.804,103.045,0.728
6483,1/21/2024 22:30,110.211,14.804,103.045,0.732
6484,1/21/2024 22:45,110.228,14.804,103.045,0.733
6485,1/21/2024 23:00,110.211,14.804,103.056,0.73
6486,1/21/2024 23:15,110.211,14.804,103.056,0.73
6487,1/21/2024 23:30,110.211,14.804,103.078,0.728
6488,1/21/2024 23:45,110.211,14.804,103.067,0.729
6489,1/22/2024 0:00,110.228,14.804,103.077,0.73
6490,1/22/2024 0:15,110.211,14.804,103.066,0.729
6491,1/22/2024 0:30,110.228,14.804,103.077,0.73
6492,1/22/2024 0:45,110.245,14.804,103.077,0.732
6493,1/22/2024 1:00,110.263,14.804,103.099,0.731
6494,1/22/2024 1:15,110.228,14.804,103.077,0.73
6495,1/22/2024 1:30,110.228,14.804,103.088,0.729
6496,1/22/2024 1:45,110.263,14.804,103.098,0.731
6497,1/22/2024 2:00,110.245,14.804,103.12,0.727
6498,1/22/2024 2:15,110.28,14.804,103.12,0.731
6499,1/22/2024 2:30,110.263,14.804,103.12,0.729
6500,1/22/2024 2:45,110.28,14.804,103.108,0.732
6501,1/22/2024 3:00,110.28,14.804,103.141,0.729
6502,1/22/2024 3:15,110.263,14.804,103.141,0.727
6503,1/22/2024 3:30,110.245,14.804,103.108,0.729
6504,1/22/2024 3:45,110.245,14.804,103.107,0.729
6505,1/22/2024 4:00,110.245,14.804,103.096,0.73
6506,1/22/2024 4:15,110.228,14.804,103.107,0.727
6507,1/22/2024 4:30,110.228,14.804,103.085,0.729
6508,1/22/2024 4:45,110.228,14.804,103.074,0.73
6509,1/22/2024 5:00,110.211,14.804,103.073,0.729
6510,1/22/2024 5:15,110.228,14.804,103.095,0.728
6511,1/22/2024 5:30,110.228,14.804,103.095,0.728
6512,1/22/2024 5:45,110.245,14.804,103.117,0.728
6513,1/22/2024 6:00,110.245,14.804,103.117,0.728
6514,1/22/2024 6:15,110.245,14.804,103.106,0.729
6515,1/22/2024 6:30,110.245,14.804,103.117,0.728
6516,1/22/2024 6:45,110.211,14.804,103.096,0.726
6517,1/22/2024 7:00,110.211,14.804,103.084,0.728
6518,1/22/2024 7:15,110.228,14.804,103.128,0.725
6519,1/22/2024 7:30,110.263,14.804,103.151,0.726
6520,1/22/2024 7:45,110.297,14.804,103.163,0.728
6521,1/22/2024 8:00,110.314,14.804,103.208,0.725
6522,1/22/2024 8:15,110.348,14.804,103.231,0.727
6523,1/22/2024 8:30,110.365,14.804,103.253,0.726
6524,1/22/2024 8:45,110.365,14.804,103.354,0.716
6525,1/22/2024 9:00,110.382,14.804,103.488,0.704
6526,1/22/2024 9:15,110.399,14.804,103.613,0.693
6527,1/22/2024 9:30,110.416,14.804,103.703,0.685
6528,1/22/2024 9:45,110.433,14.804,103.818,0.675
6529,1/22/2024 10:00,110.433,14.804,103.814,0.676
6530,1/22/2024 10:15,110.45,14.804,103.884,0.67
6531,1/22/2024 10:30,110.433,14.804,103.851,0.672
6532,1/22/2024 10:45,110.433,14.804,103.845,0.673
6533,1/22/2024 11:00,110.382,14.804,103.817,0.67
6534,1/22/2024 11:15,110.365,14.804,103.833,0.667
6535,1/22/2024 11:30,110.348,14.804,103.836,0.665
6536,1/22/2024 11:45,110.331,14.804,103.769,0.67
6537,1/22/2024 12:00,110.28,14.804,103.783,0.663
6538,1/22/2024 12:15,110.245,14.804,103.803,0.658
6539,1/22/2024 12:30,110.228,14.804,103.732,0.663
6540,1/22/2024 12:45,110.245,14.804,103.797,0.658
6541,1/22/2024 13:00,110.194,14.804,103.779,0.655
6542,1/22/2024 13:15,110.177,14.804,103.812,0.65
6543,1/22/2024 13:30,110.16,14.804,103.827,0.646
6544,1/22/2024 13:45,110.126,14.804,103.77,0.649
6545,1/22/2024 14:00,110.143,14.804,103.767,0.651
6546,1/22/2024 14:15,110.106,14.709,103.77,0.647
6547,1/22/2024 14:30,110.126,14.804,103.693,0.657
6548,1/22/2024 14:45,110.088,14.709,103.698,0.652
6549,1/22/2024 15:00,110.071,14.709,103.694,0.651
6550,1/22/2024 15:15,110.037,14.709,103.675,0.649
6551,1/22/2024 15:30,110.02,14.709,103.457,0.67
6552,1/22/2024 15:45,110.02,14.709,103.338,0.682
6553,1/22/2024 16:00,109.986,14.709,103.276,0.685
6554,1/22/2024 16:15,109.969,14.709,103.416,0.669
6555,1/22/2024 16:30,109.986,14.709,103.368,0.676
6556,1/22/2024 16:45,109.969,14.709,103.267,0.684
6557,1/22/2024 17:00,109.969,14.709,103.214,0.69
6558,1/22/2024 17:15,109.969,14.709,103.178,0.693
6559,1/22/2024 17:30,109.986,14.709,103.166,0.696
6560,1/22/2024 17:45,109.969,14.709,103.087,0.703
6561,1/22/2024 18:00,109.969,14.709,103.055,0.706
6562,1/22/2024 18:15,109.986,14.709,103.016,0.712
6563,1/22/2024 18:30,109.986,14.709,103.011,0.712
6564,1/22/2024 18:45,110.003,14.709,103.021,0.713
6565,1/22/2024 19:00,110.02,14.709,103.02,0.715
6566,1/22/2024 19:15,110.037,14.709,103.007,0.718
6567,1/22/2024 19:30,110.02,14.709,103,0.717
6568,1/22/2024 19:45,110.037,14.709,103.004,0.718
6569,1/22/2024 20:00,110.037,14.709,103.019,0.716
6570,1/22/2024 20:15,110.054,14.709,103.045,0.715
6571,1/22/2024 20:30,110.054,14.709,103.048,0.715
6572,1/22/2024 20:45,110.071,14.709,103.028,0.719
6573,1/22/2024 21:00,110.071,14.709,103.042,0.718
6574,1/22/2024 21:15,110.088,14.709,103.02,0.722
6575,1/22/2024 21:30,110.054,14.709,103.033,0.717
6576,1/22/2024 21:45,110.071,14.709,103.034,0.718
6577,1/22/2024 22:00,110.054,14.709,103.014,0.719
6578,1/22/2024 22:15,110.071,14.709,103.034,0.718
6579,1/22/2024 22:30,110.071,14.709,103.028,0.719
6580,1/22/2024 22:45,110.054,14.709,103.035,0.717
6581,1/22/2024 23:00,110.054,14.709,103.051,0.715
6582,1/22/2024 23:15,110.02,14.709,103.042,0.712
6583,1/22/2024 23:30,110.003,14.709,103.04,0.711
6584,1/22/2024 23:45,110.02,14.709,103.016,0.715
6585,1/23/2024 0:00,110.003,14.709,102.998,0.715
6586,1/23/2024 0:15,109.986,14.709,102.978,0.715
6587,1/23/2024 0:30,109.969,14.709,102.971,0.714
6588,1/23/2024 0:45,109.986,14.709,102.984,0.715
6589,1/23/2024 1:00,109.986,14.709,102.967,0.717
6590,1/23/2024 1:15,109.952,14.709,102.954,0.714
6591,1/23/2024 1:30,109.935,14.709,102.976,0.71
6592,1/23/2024 1:45,109.952,14.709,102.956,0.714
6593,1/23/2024 2:00,109.952,14.709,102.954,0.714
6594,1/23/2024 2:15,109.935,14.709,102.954,0.713
6595,1/23/2024 2:30,109.918,14.709,102.924,0.714
6596,1/23/2024 2:45,109.901,14.709,102.915,0.713
6597,1/23/2024 3:00,109.884,14.709,102.924,0.71
6598,1/23/2024 3:15,109.867,14.709,102.884,0.713
6599,1/23/2024 3:30,109.884,14.709,102.879,0.715
6600,1/23/2024 3:45,109.884,14.709,102.884,0.715
6601,1/23/2024 4:00,109.884,14.709,102.875,0.715
6602,1/23/2024 4:15,109.849,14.709,102.864,0.713
6603,1/23/2024 4:30,109.832,14.709,102.831,0.715
6604,1/23/2024 4:45,109.832,14.709,102.822,0.716
6605,1/23/2024 5:00,109.832,14.709,102.823,0.715
6606,1/23/2024 5:15,109.832,14.709,102.822,0.716
6607,1/23/2024 5:30,109.832,14.709,102.851,0.713
6608,1/23/2024 5:45,109.832,14.709,102.827,0.715
6609,1/23/2024 6:00,109.832,14.709,102.848,0.713
6610,1/23/2024 6:15,109.849,14.709,102.864,0.713
6611,1/23/2024 6:30,109.832,14.709,102.871,0.711
6612,1/23/2024 6:45,109.867,14.709,102.889,0.712
6613,1/23/2024 7:00,109.867,14.709,102.904,0.711
6614,1/23/2024 7:15,109.832,14.709,102.886,0.709
6615,1/23/2024 7:30,109.849,14.709,102.881,0.711
6616,1/23/2024 7:45,109.832,14.709,102.907,0.707
6617,1/23/2024 8:00,109.849,14.709,102.907,0.709
6618,1/23/2024 8:15,109.849,14.709,102.907,0.709
6619,1/23/2024 8:30,109.867,14.709,102.959,0.705
6620,1/23/2024 8:45,109.867,14.709,102.958,0.705
6621,1/23/2024 9:00,109.884,14.709,102.992,0.704
6622,1/23/2024 9:15,109.901,14.709,103.067,0.698
6623,1/23/2024 9:30,109.884,14.709,103.125,0.69
6624,1/23/2024 9:45,109.884,14.709,103.153,0.687
6625,1/23/2024 10:00,109.901,14.709,103.211,0.683
6626,1/23/2024 10:15,109.901,14.709,103.261,0.678
6627,1/23/2024 10:30,109.88,14.613,103.274,0.674
6628,1/23/2024 10:45,109.897,14.613,103.421,0.661
6629,1/23/2024 11:00,109.88,14.613,103.448,0.657
6630,1/23/2024 11:15,109.846,14.613,103.432,0.655
6631,1/23/2024 11:30,109.829,14.613,103.352,0.661
6632,1/23/2024 11:45,109.795,14.613,103.346,0.658
6633,1/23/2024 12:00,109.744,14.613,103.276,0.66
6634,1/23/2024 12:15,109.744,14.613,103.243,0.664
6635,1/23/2024 12:30,109.727,14.613,103.227,0.664
6636,1/23/2024 12:45,109.658,14.613,103.197,0.66
6637,1/23/2024 13:00,109.641,14.613,103.173,0.66
6638,1/23/2024 13:15,109.641,14.613,103.176,0.66
6639,1/23/2024 13:30,109.607,14.613,103.175,0.657
6640,1/23/2024 13:45,109.624,14.613,103.156,0.66
6641,1/23/2024 14:00,109.607,14.613,103.167,0.657
6642,1/23/2024 14:15,109.624,14.613,103.222,0.654
6643,1/23/2024 14:30,109.607,14.613,103.19,0.655
6644,1/23/2024 14:45,109.624,14.613,103.172,0.659
6645,1/23/2024 15:00,109.624,14.613,103.172,0.659
6646,1/23/2024 15:15,109.607,14.613,103.154,0.659
6647,1/23/2024 15:30,109.624,14.613,103.149,0.661
6648,1/23/2024 15:45,109.624,14.613,103.15,0.661
6649,1/23/2024 16:00,109.607,14.613,103.126,0.662
6650,1/23/2024 16:15,109.573,14.613,103.063,0.665
6651,1/23/2024 16:30,109.607,14.613,103.081,0.666
6652,1/23/2024 16:45,109.607,14.613,103.078,0.666
6653,1/23/2024 17:00,109.658,14.613,103.096,0.67
6654,1/23/2024 17:15,109.693,14.613,103.109,0.672
6655,1/23/2024 17:30,109.693,14.613,103.103,0.673
6656,1/23/2024 17:45,109.675,14.613,103.08,0.673
6657,1/23/2024 18:00,109.658,14.613,103.057,0.674
6658,1/23/2024 18:15,109.624,14.613,103.018,0.674
6659,1/23/2024 18:30,109.641,14.613,103.011,0.677
6660,1/23/2024 18:45,109.675,14.613,103.032,0.678
6661,1/23/2024 19:00,109.624,14.613,102.993,0.677
6662,1/23/2024 19:15,109.641,14.613,102.993,0.679
6663,1/23/2024 19:30,109.624,14.613,102.993,0.677
6664,1/23/2024 19:45,109.641,14.613,102.987,0.679
6665,1/23/2024 20:00,109.624,14.613,102.964,0.68
6666,1/23/2024 20:15,109.607,14.613,102.964,0.678
6667,1/23/2024 20:30,109.624,14.613,102.959,0.68
6668,1/23/2024 20:45,109.607,14.613,102.954,0.679
6669,1/23/2024 21:00,109.624,14.613,102.981,0.678
6670,1/23/2024 21:15,109.607,14.613,102.959,0.679
6671,1/23/2024 21:30,109.607,14.613,102.982,0.676
6672,1/23/2024 21:45,109.624,14.613,103.01,0.675
6673,1/23/2024 22:00,109.641,14.613,102.988,0.679
6674,1/23/2024 22:15,109.658,14.613,102.987,0.681
6675,1/23/2024 22:30,109.675,14.613,103.042,0.677
6676,1/23/2024 22:45,109.675,14.613,103.042,0.677
6677,1/23/2024 23:00,109.693,14.613,103.037,0.679
6678,1/23/2024 23:15,109.675,14.613,103.06,0.675
6679,1/23/2024 23:30,109.658,14.613,103.03,0.677
6680,1/23/2024 23:45,109.641,14.613,102.985,0.679
6681,1/24/2024 0:00,109.624,14.613,102.968,0.679
6682,1/24/2024 0:15,109.624,14.613,102.957,0.681
6683,1/24/2024 0:30,109.573,14.613,102.924,0.679
6684,1/24/2024 0:45,109.573,14.613,102.913,0.68
6685,1/24/2024 1:00,109.556,14.613,102.902,0.679
6686,1/24/2024 1:15,109.59,14.613,102.93,0.68
6687,1/24/2024 1:30,109.573,14.613,102.924,0.679
6688,1/24/2024 1:45,109.59,14.613,102.935,0.679
6689,1/24/2024 2:00,109.556,14.613,102.902,0.679
6690,1/24/2024 2:15,109.556,14.613,102.918,0.678
6691,1/24/2024 2:30,109.573,14.613,102.929,0.678
6692,1/24/2024 2:45,109.556,14.613,102.918,0.678
6693,1/24/2024 3:00,109.556,14.613,102.918,0.678
6694,1/24/2024 3:15,109.539,14.613,102.896,0.678
6695,1/24/2024 3:30,109.505,14.613,102.896,0.675
6696,1/24/2024 3:45,109.505,14.613,102.874,0.677
6697,1/24/2024 4:00,109.488,14.613,102.841,0.679
6698,1/24/2024 4:15,109.484,14.517,102.858,0.676
6699,1/24/2024 4:30,109.488,14.613,102.863,0.676
6700,1/24/2024 4:45,109.471,14.613,102.845,0.676
6701,1/24/2024 5:00,109.433,14.517,102.817,0.675
6702,1/24/2024 5:15,109.45,14.517,102.806,0.678
6703,1/24/2024 5:30,109.45,14.517,102.795,0.679
6704,1/24/2024 5:45,109.45,14.517,102.833,0.675
6705,1/24/2024 6:00,109.45,14.517,102.844,0.674
6706,1/24/2024 6:15,109.467,14.517,102.839,0.677
6707,1/24/2024 6:30,109.467,14.517,102.839,0.677
6708,1/24/2024 6:45,109.484,14.517,102.861,0.676
6709,1/24/2024 7:00,109.501,14.517,102.828,0.681
6710,1/24/2024 7:15,109.484,14.517,102.861,0.676
6711,1/24/2024 7:30,109.501,14.517,102.861,0.678
6712,1/24/2024 7:45,109.501,14.517,102.874,0.676
6713,1/24/2024 8:00,109.501,14.517,102.904,0.673
6714,1/24/2024 8:15,109.484,14.517,102.891,0.673
6715,1/24/2024 8:30,109.501,14.517,102.937,0.67
6716,1/24/2024 8:45,109.484,14.517,102.971,0.665
